NUM_CONDITIONAL,NUM_SWITCH,NUM_TYPE_ACCESS,NUM_INVOCATION,NUM_IF,NUM_ASSIGN,NUM_TYPED_ELEMENTS,NUM_VAR_ACCESS,NUM_FIELD_ACCESS,NUM_LOCAL,NUM_PACKAGE,NUM_LOC,LOC_RATIO,CON_LOC,CON_ASSERT,CON_CONDITIONAL,CON_SWITCH,CON_TYPE_ACCESS,CON_INVOCATION,CON_IF,CON_ASSIGN,CON_TYPED_ELEMENTS,CON_VAR_ACCESS,CON_FIELD_ACCESS,CON_LOCAL,CON_PACKAGE,VAR_ACCESS_COUPLING,VAR_ACCESS_COUPLING_2,VAR_ACCESS_COHESION,VAR_ACCESS_COHESION_2,FIELD_ACCESS_COUPLING,FIELD_ACCESS_COUPLING_2,FIELD_ACCESS_COHESION,FIELD_ACCESS_COHESION_2,INVOCATION_COUPLING,INVOCATION_COHESION,TYPE_ACCESS_COUPLING,TYPE_ACCESS_COUPLING_2,TYPE_ACCESS_COHESION,TYPE_ACCESS_COHESION_2,PACKAGE_COUPLING,PACKAGE_COUPLING_2,PACKAGE_COHESION,PACKAGE_COHESION_2
0,0,3,9,2,1,43,17,0,5,96,15,0.555555555555556,25,0,0,0,5,12,5,0,68,28,0,7,113,1,0.6,0.166666666666667,0.5,0,0,0,0,1,0.166666666666667,1,0,0.166666666666667,0,1,0.757575757575758,0.166666666666667,0.833333333333333
5,1,4,37,1,3,142,63,14,9,348,32,0.64,23,0,0,0,5,27,0,2,88,36,5,8,168,1,0.818181818181818,0.357142857142857,0.357142857142857,1,1,0.142857142857143,0.142857142857143,1.33333333333333,0.285714285714286,1,0,0.285714285714286,0,1.04761904761905,1,0.5,0.857142857142857
0,0,3,11,3,1,35,9,2,2,47,14,1.27272727272727,0,0,0,0,1,1,0,0,4,1,0,0,10,1,0,0.5,0,1,0,0.166666666666667,0,1,0.166666666666667,1,0,0.166666666666667,0,1.125,0,1,0
0,0,2,3,0,0,17,5,2,0,31,8,0.615384615384615,5,0,0,0,5,5,0,1,21,6,4,0,27,1,0.5,1,1,0.4,0,1,0,1,1,0.333333333333333,0,1,0,0.695652173913043,0.458333333333333,1,1
0,0,1,2,0,0,4,1,0,0,9,2,0.095238095238095,18,0,0,0,3,15,1,3,60,17,2,5,93,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
0,0,0,6,0,0,25,8,0,1,45,9,0.346153846153846,13,0,0,0,13,28,0,0,99,23,7,5,145,1,0,0.875,0,0,0,0,0,1,0.125,0,0,0,0,1,0,1,0
0,0,7,18,0,0,38,8,0,0,63,7,0.269230769230769,13,0,0,0,13,28,0,0,99,23,7,5,145,0.7,0,1,0,0,0,0,0,1,0.166666666666667,1,0.6,0.166666666666667,1,0.6,0,1,0
0,0,3,3,0,0,14,2,2,0,14,2,0.133333333333333,12,0,1,0,17,17,2,0,62,16,9,4,116,0.5,0,1,0,0.5,0,1,0,1,1,0.166666666666667,0,1,0,0.3125,0.166666666666667,1,1
0,0,5,7,1,1,37,14,5,3,51,12,0.521739130434783,27,0,0,0,13,17,2,4,84,24,9,6,102,2,1,0.222222222222222,0.111111111111111,1,0,0.111111111111111,0,1,0.111111111111111,1,0,0.333333333333333,0,1.25,0,0.444444444444444,0
6,0,35,52,12,1,208,54,5,7,382,47,2.61111111111111,10,0,0,0,5,12,3,1,45,14,3,1,82,3,1,0.5,1,1,0,1,0,0.333333333333333,0.5,1.85714285714286,0,1,0,8.5,1,0.5,1
1,0,3,4,1,0,19,6,1,1,40,6,0.666666666666667,0,0,0,0,2,1,0,0,5,2,1,0,13,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,1,0.5,0.333333333333333,0.333333333333333,0.833333333333333,0,0.666666666666667,0
1,0,2,2,0,0,9,4,0,0,24,2,1,0,0,0,0,2,1,0,0,6,3,1,0,14,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1.2,1,1,1
0,0,3,5,1,0,24,6,0,0,30,10,1,0,0,0,0,1,1,0,0,3,1,0,0,8,1,0,1,0,0,0,0,0,1,0.5,1,0,1,0,1,0,1,0
0,0,2,2,0,0,5,0,0,0,7,2,1,0,0,0,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
